name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood
Fantasy,Fantasy,Yonder,06PeB63rVWNGuY7e2QAdvn,2022-08-19,41,246975,0.31,0.868,0.306,0.889,0.11,0.0451,-16.956,0.0348,67.337,6,4,calm
A Light Breeze,A Light Breeze,Tom Kristiaan,0AkNnk1qSrK5dSlFH2K56k,2022-08-19,41,133845,0.457,0.962,0.303,0.878,0.0938,0.239,-14.137,0.0467,119.239,2,4,calm
Lakeside,Lakeside,Eric D. Lawrence,0jh8t4QpZcu9Dny8rSO47Q,2022-08-19,39,188062,0.185,0.964,0.101,0.946,0.108,0.111,-23.941,0.0543,172.231,11,4,calm
L'été du Cœur - Ombres de Violet - on Upright Piano,L'été du Cœur,Coen Molenaar,3kkorb00JTkVMnpyGz0QMq,2022-08-19,31,158275,0.365,0.993,0.0546,0.926,0.104,0.163,-22.936,0.0434,205.793,10,3,calm
Tristes,Tristes,Matteo Myderwyk,1dfXJRmlzO392SXEaVfsNv,2022-06-17,44,164000,0.449,0.994,0.0136,0.922,0.102,0.312,-31.754,0.0403,100.688,8,4,calm
Dark and Bright,Dark and Bright,Oskar Tena,5h8ILHqnFeNp3IUbifCwot,2022-08-05,38,149491,0.481,0.987,0.0621,0.956,0.077,0.119,-25.501,0.0493,121.71,4,4,calm
on a sunday,on a sunday,BARTH.,6lxY62hG0v93kEc9uUTHrL,2022-08-12,42,157786,0.436,0.992,0.0356,0.961,0.0895,0.238,-24.023,0.0409,129.932,0,4,calm
Heimwee (Homesick),Memorie,Doeke,0gG916yuuf1PrPBVA2tPeI,2022-08-05,32,159672,0.434,0.995,0.0218,0.949,0.0821,0.222,-30.99,0.0473,132.087,8,4,calm
The Time We Spent,The Time We Spent,Oscar Mallen,0LhiCUlmIlw4EQyVBdPaDs,2022-08-05,38,164000,0.317,0.99,0.0915,0.92,0.106,0.469,-23.932,0.0446,140.243,9,4,calm
Fidèle,Fidèle,Matteo Myderwyk,6yxunWDpHjHw33lhfMCdha,2022-07-08,46,203000,0.516,0.995,0.0402,0.892,0.131,0.17,-25.21,0.0395,114.519,2,4,calm
Une Dream,Une Dream,Adelio,3T3nYWuVfSZWhOHJ8DJuZE,2022-08-05,40,148009,0.275,0.988,0.0451,0.931,0.134,0.033,-25.831,0.0466,175.14,0,4,calm
Dionysos,Dionysos,Rainmaker,1vqvwJWlfBjm2AscijPj9f,2022-08-12,29,182276,0.453,0.983,0.187,0.965,0.104,0.283,-23.408,0.048,84.21,11,4,calm
Tuesday Rain,Tuesday Rain,Tjeerd Oosterhuis,1UQ81ra1A4myZmEoihQnPJ,2022-07-22,62,108849,0.472,0.982,0.0376,0.958,0.109,0.152,-25.04,0.0401,79.961,10,4,calm
Hangzhou,Gravity of the Immaterial - Chapter 1,heik,3VsmlQwWgc7NNVMIhmjxk2,2022-08-12,41,197173,0.366,0.99,0.0838,0.92,0.101,0.289,-20.572,0.0413,110.426,10,4,calm
Mistral,Mistral,DeLange,592I7fjtb5nNIFiI6UphGw,2022-08-12,42,303600,0.359,0.994,0.103,0.923,0.0987,0.193,-25.818,0.0357,139.905,10,1,calm
Valse de L'espoir,Valse de L'espoir,Martin La Pelle,4HTVgRwHh0gQ85U68fDdVT,2022-08-12,29,256917,0.441,0.995,0.0197,0.917,0.0659,0.0698,-24.773,0.0392,136.198,0,3,calm
Bound,Bound,Pieter Savenberg,317d5d7iSWVuATPpvl2LJP,2022-08-12,38,133876,0.332,0.982,0.0369,0.875,0.113,0.0773,-25.604,0.0397,70.065,5,4,calm
Louise,Louise,James Homard,1bMKxh87hAfUf4IIsCcZJJ,2022-07-22,37,165152,0.289,0.99,0.0275,0.872,0.119,0.385,-26.299,0.0339,76.402,0,4,calm
You,You,Daniël Tomàs,6fR75amDSFYl7Sx9rHp1hg,2022-07-08,28,252693,0.246,0.99,0.0314,0.872,0.154,0.0543,-25.983,0.0391,67.84,8,4,calm
Samota,Samota,YuMe,2uN1WLEwijHnCHlnSQ4u0o,2022-07-29,38,163863,0.31,0.987,0.0522,0.952,0.105,0.0888,-26.079,0.0521,89.381,11,4,calm
Below The Sea,Below The Sea,YARA,6Q3Yqx6uIFfSF4uWe6CDzp,2022-07-29,36,252160,0.353,0.992,0.0422,0.92,0.129,0.344,-22.503,0.0367,82.139,7,4,calm
A Walk With Erik,A Walk With Erik,Stefan Truyman,5mWHiUskCzM1JnG1bEvG7q,2022-07-22,35,137250,0.457,0.992,0.0896,0.943,0.105,0.0398,-23.398,0.0403,80.015,3,3,calm
The Feels,The Feels,Jan Groenteman,1OpEYzbM8icVYZeRjqvyJX,2022-07-08,37,195069,0.645,0.996,0.0595,0.971,0.11,0.355,-24.182,0.0619,65.287,2,3,calm
Grip,Grip,Annelie,7zJO2zYWQT8bmvVmjDpvom,2022-06-24,36,252920,0.286,0.969,0.0523,0.88,0.107,0.0585,-26.941,0.0359,136.822,2,4,calm
Poème du Printemps,Poème du Printemps,DeLange,17l3d1FHG5kGA3OmrSIbU8,2022-07-08,38,152600,0.344,0.992,0.0361,0.851,0.0736,0.136,-29.01,0.0665,138.501,4,3,calm
Angela,Angela,Bart Sunshine,7tZMkL8qgGDx3dSdtfjhAN,2022-07-29,37,122000,0.526,0.99,0.0952,0.927,0.106,0.156,-21.821,0.0535,70.555,0,4,calm
Hammered,Hammered,Rimer London,2SusYwaMDnLFcRgr7Xk7tD,2022-06-10,28,166485,0.359,0.925,0.0174,0.898,0.129,0.136,-26.189,0.0367,66.972,0,3,calm
Zoras,Zoras,Mr. Kensington,3cvEi1CpxyDaZAknpqQ1rA,2022-07-08,36,245387,0.382,0.994,0.0585,0.934,0.0759,0.101,-27.137,0.0432,133.573,3,3,calm
Sanne,Sanne,Challem,5wen1tv3qCLW7ERokutMhG,2022-07-08,37,136697,0.45,0.966,0.047,0.927,0.284,0.107,-21.584,0.0382,58.855,9,4,calm
One Bright Tale,e.Dreamer,Piano Novel,3N9PwaAFw2n4WFMrMp14LC,2022-07-08,38,186346,0.259,0.956,0.192,0.934,0.11,0.261,-19.941,0.0508,141.601,11,4,calm
Illume,Illume,Louis Mercier,2aIdaLsNYCydow1Xsa5pB5,2022-05-13,44,122427,0.548,0.994,0.0193,0.946,0.105,0.14,-28.832,0.0395,106.15,2,4,calm
Séquence,Séquence,Martin La Pelle,1t1ZfG93J7ph3DL6tSdoBM,2022-06-17,27,222463,0.41,0.995,0.0565,0.92,0.144,0.0975,-26.27,0.0462,99.911,7,4,calm
L'été du Cœur - Tu es Belle,L'été du Cœur - Tu es Belle,Coen Molenaar,6Yn9rmIqRMkYNeH0xheAAl,2022-06-17,27,161107,0.409,0.985,0.023,0.956,0.0834,0.208,-29.463,0.0447,122.434,9,4,calm
Castle in the Air,Castle in the Air,Pieter de Graaf,6O2MhomkELe3lEyNvzXmtx,2022-06-10,38,219527,0.364,0.974,0.0735,0.869,0.0932,0.0388,-26.492,0.0391,106.803,9,3,calm
Bloem / Λουλούδι / Virág,Bloem / Λουλούδι / Virág,Michiel Borstlap,750Jl3yiwbpx0HgF2hjGH5,2022-05-13,40,106506,0.375,0.995,0.0306,0.947,0.0825,0.243,-26.635,0.0429,129.875,7,1,calm
Arcade - Piano Version,Making Memories EP,HRDY,06UpnbZitrLfS4inQ3Ur7F,2022-06-03,29,176902,0.613,0.985,0.0957,0.838,0.0893,0.225,-26.439,0.0404,130.155,0,4,calm
Manolo,Manolo,Luna,10FBL4R70t4eaiIlrsI45W,2022-05-20,26,198066,0.472,0.955,0.0838,0.962,0.107,0.123,-24.185,0.0436,114.116,1,4,calm
Barely A Waltz,Barely A Waltz,Josh Kramer,6IXPZOM5tlrmKHoZpGZtG5,2022-05-20,40,161941,0.446,0.956,0.0321,0.956,0.11,0.233,-26.698,0.051,121.163,1,4,calm
Heimat,Heimat,Daniël Tomàs,3hexGK51XQe8V5Twa96YFM,2022-05-20,27,286643,0.433,0.988,0.0142,0.965,0.095,0.102,-26.247,0.0479,56.353,9,4,calm
Meraki,Meraki,John Ether,1wus1A1lBdeU8f7PfkwahJ,2022-05-06,39,215136,0.318,0.982,0.0687,0.927,0.0759,0.125,-22.523,0.0422,136.383,6,4,calm
A Waltz of Shades,A Waltz of Shades,Stefan Truyman,3XNMROue0Yj6tKsdWCMO5R,2022-05-13,35,152000,0.502,0.994,0.107,0.943,0.0627,0.148,-19.764,0.0449,106.585,9,3,calm
Small Steps,RISE,Ron Adelaar,5zLgSGnyuV30B7vvgKk8yZ,2022-05-20,35,170613,0.439,0.983,0.0563,0.937,0.101,0.218,-25.77,0.0304,120.826,5,4,calm
Breakfast In Paris,Breakfast In Paris,Simone d'Harmange,0MFK1L44eSw78xZUnvFOE1,2022-04-29,39,118574,0.592,0.993,0.203,0.951,0.106,0.516,-21.295,0.0487,114.531,5,3,calm
Le Printemps du Coeur- Réveille (on Upright Piano),Le Printemps du Coeur,Coen Molenaar,3LDb6JTLzuEnBsnek0MoLK,2022-05-13,26,147238,0.403,0.994,0.00554,0.937,0.13,0.0712,-26.724,0.0328,68.637,8,4,calm
Fantaisie de mons,Petites danses et rêveries,Tom Kristiaan,2ua2N9sRVSI7IY4XBpM7Hy,2022-05-20,28,139391,0.447,0.988,0.0352,0.918,0.0904,0.26,-25.897,0.0394,128.184,7,4,calm
Shimmer,Shimmer,Annelie,4x1gLAQRMEBO0es7lwt8wp,2022-04-22,36,213840,0.253,0.987,0.017,0.903,0.0789,0.0874,-28.196,0.046,72.34,6,4,calm
Last Dance,Hermetism,Joep Beving,3eCueoiyNs7xUYqX05IEoy,2022-04-08,53,189280,0.505,0.994,0.104,0.966,0.0827,0.255,-31.753,0.0495,125.251,0,3,calm
Like Daughters Do,Like Daughters Do,Tjeerd Oosterhuis,7oOjiWL2s2NLV1O6XQCpEp,2022-06-10,41,146678,0.418,0.992,0.0438,0.891,0.0827,0.161,-24.382,0.0382,121.153,9,4,calm
Moonlight Serenade,Moonlight Serenade,Jean Bell,6TgOklWm9ubjhKwzd6Wwd7,2022-04-08,34,127738,0.373,0.991,0.0463,0.843,0.108,0.323,-33.523,0.0501,89.785,2,4,calm
Garden Walk,Garden Walk,Ibor Gustafson,5olpb1vd4FIyX6h7Qc9lDJ,2022-03-11,27,191199,0.599,0.994,0.0361,0.937,0.105,0.101,-22.92,0.0654,62.211,1,4,calm
Doubt,RISE,Ron Adelaar,3D0LhoqGyjdOV6760uOsJS,2022-05-20,47,115426,0.422,0.994,0.0298,0.896,0.119,0.202,-26.888,0.0354,59.748,5,4,calm
With You,With You,Pieter Savenberg,6Yhwx5CXZTx7lw9CY0VIXL,2022-04-29,34,170242,0.407,0.994,0.0505,0.91,0.065,0.0853,-22.771,0.0433,68.016,2,4,calm
Danser sur l'eau,Danser sur l'eau,Tom Kristiaan,1xD8zsDs5DrdgAt5nLjld3,2022-04-08,35,186423,0.282,0.993,0.0352,0.951,0.0974,0.132,-29.657,0.0412,114.182,0,1,calm
Fragilidades,Fragilidades,Eduardo Gutiérrez,5nyd4WrUx1MskeakskoKyj,2022-04-22,34,171307,0.39,0.991,0.0582,0.908,0.15,0.0898,-27.94,0.0521,79.978,7,4,calm
Childhood,Childhood,GUIDO,3h8VhGaMSwoQxsEFfRkmmb,2022-05-06,39,196009,0.439,0.991,0.0192,0.948,0.0825,0.327,-25.078,0.0492,130.637,7,3,calm
Only We Know,Only We Know,Luna,2ZiO5XxsHjkV2laE2NNucb,2022-04-22,25,159608,0.292,0.929,0.462,0.887,0.109,0.228,-18.292,0.0329,124.857,10,1,calm
Toujours toi,Toujours toi,Jef Martens,6xlvjyBqJaTsvg67KUBIRS,2022-03-31,27,144625,0.431,0.991,0.0769,0.94,0.0916,0.178,-26.951,0.0331,120.857,0,3,calm
88,88,Daniël Tomàs,0gpSBtXhCUiVH2y0DBMFJ5,2022-03-29,35,261680,0.429,0.995,0.0484,0.928,0.111,0.35,-25.267,0.0497,79.682,0,4,calm
O,O,Ward Dhoore,0e7clPAilf8eHxniTElPms,2022-03-29,27,179002,0.426,0.991,0.0254,0.951,0.0978,0.246,-28.77,0.035,53.829,6,4,calm
Time Flies,Time Flies,Pieter de Graaf,3OuSwVoqxlaKO3MfcigSNp,2022-04-01,46,193241,0.3,0.995,0.0224,0.91,0.0775,0.343,-29.256,0.0371,92.059,10,3,calm
Parc / парк / 公园,Parc / парк / 公园,Michiel Borstlap,4hDmvcZ9cTKVB4HSVOGI1X,2022-04-15,39,112531,0.273,0.995,0.04,0.918,0.0881,0.243,-31.186,0.0364,136.331,8,4,calm
Pure,Pure,Stefan Truyman,2LaVpxX2HC5xTCGtZkQSUs,2022-04-15,33,129332,0.5,0.987,0.0484,0.943,0.102,0.552,-18.883,0.0403,133.994,0,4,calm
For Mark,For Mark,Joep Beving,0lmuyNAxG9YA3LfXftGzPS,2022-03-04,50,309600,0.277,0.994,0.0148,0.917,0.103,0.153,-33.992,0.035,138.564,9,4,calm
DEAR,LETTER,Sofiane Pamart,2jcCzS2jXeQARqpYFj6mVI,2022-02-11,50,158853,0.334,0.965,0.15,0.901,0.108,0.0661,-21.788,0.0488,62.093,3,4,calm
Kasepen,Kasepen,YuMe,1sgW4KcioZEb4CE0YjjTfe,2022-03-04,31,174632,0.326,0.987,0.122,0.89,0.112,0.114,-23.616,0.0496,116.91,9,3,calm
Breathe,Breathe,Bart Sunshine,2HaYaEc2fUWO2lwRfSHl8Z,2022-03-25,33,110930,0.349,0.995,0.0289,0.945,0.116,0.308,-27.198,0.0597,172.772,4,4,calm
Contemplation No. 5,Contemplations ~ Opus I,DeLange,5204dT2E3Wy05hbkx8WlQI,2022-03-18,33,181229,0.345,0.994,0.0137,0.901,0.121,0.261,-26.717,0.0486,82.201,2,4,calm
Rolling Like A Ball,Rolling Like A Ball,Ludovico Einaudi,2TlV8LZW3ED4RjGc0crBLN,2022-01-07,50,257216,0.208,0.987,0.012,0.919,0.1,0.0391,-29.933,0.0422,175.159,8,3,calm
Dernière Maison,Dernière Maison,Martin La Pelle,2RuC6Qw0PI5dOKmsx0jugB,2022-04-15,31,229269,0.401,0.992,0.0209,0.931,0.125,0.0879,-24.439,0.0493,74.188,0,4,calm
Accent Grave,Hermetism,Joep Beving,6fPo3zKkLJHp5e2t4jWo8r,2022-04-08,33,385503,0.36,0.995,0.0168,0.942,0.0831,0.0359,-32.912,0.038,79.191,10,4,calm
7 AM,7 AM,Dennis Korn,3gx8xywtL1p9jKtHkZuSBm,2022-03-25,34,121846,0.4,0.99,0.112,0.948,0.116,0.248,-16.802,0.0519,132.412,2,1,calm
Sacred Secret,Sacred Secret,Bart Sunshine,0ChbGYI9oiWMbV5ok6zxkA,2022-01-14,30,125000,0.364,0.995,0.0138,0.908,0.094,0.246,-33.416,0.0525,116.183,2,5,calm
Un sourire et une larme (valse),Un sourire et une larme (valse),Tom Kristiaan,7Ll3Avq4RewMYNeCyi7KsD,2022-03-11,30,146090,0.441,0.994,0.018,0.952,0.116,0.204,-27.154,0.0456,107.794,10,3,calm
Earth,Elements,Michiel Borstlap,1MjtCeFCNXLYUhhg9S2TyT,2021-12-10,33,166191,0.275,0.993,0.00593,0.906,0.113,0.306,-26.61,0.038,72.473,5,4,calm
If/Then,If/Then,Stefan Truyman,3Otv7eF0DrhDQ0gWtgsLyq,2022-01-28,27,136164,0.396,0.993,0.0634,0.946,0.0919,0.0875,-22.826,0.0351,77.745,0,4,calm
Transient,Transient,Counting Waves,2QwmVx3vcYVUOkvcGjPMDo,2022-02-04,34,117620,0.507,0.995,0.0121,0.917,0.119,0.27,-30.476,0.0811,126.345,2,3,calm
Ballade,Ballade,DeLange,2Ge5D04D9BoAFge04xufMn,2022-01-21,28,182518,0.393,0.993,0.00866,0.912,0.101,0.275,-28.422,0.0589,77.204,0,3,calm
Temple White,Underwater,Ludovico Einaudi,7elLKWtTEMCbOmYZ37ci9r,2022-01-21,65,264844,0.303,0.991,0.00958,0.953,0.109,0.212,-28.556,0.054,72.204,8,5,calm
SAVED,LETTER,Sofiane Pamart,6nTIYfmH7fs8aWdmhYOSiQ,2022-02-11,43,150160,0.494,0.949,0.371,0.803,0.0824,0.242,-19.736,0.0555,68.297,7,5,calm
Heaven on the Hill,Heaven on the Hill,Lucas Laufen,4slzIQpQTetqXGF146UebJ,2022-01-14,38,139979,0.562,0.994,0.113,0.929,0.104,0.259,-25.526,0.0448,112.924,7,4,calm
It Was in the Coldest Night,It Was in the Coldest Night,Stefan Truyman,2OxaHsWmmGA38l55QN9t9S,2021-12-03,26,131000,0.52,0.995,0.0819,0.929,0.0772,0.558,-21.294,0.0716,108.644,9,4,calm
Lost Without You,Lost Without You,Tiffany Hobson,5uLTV3aoOdcyoeqrdTUdQQ,2022-01-21,29,182643,0.448,0.985,0.0153,0.933,0.0973,0.174,-24.203,0.109,76.351,2,5,calm
Lost,Heart in a Cage,ANQUETIL,4Vp06CFGvHX0LOmWmP6XZc,2021-12-03,23,162477,0.574,0.995,0.00304,0.958,0.1,0.251,-25.601,0.0925,67.887,0,3,calm
Like Seagulls,For Granted,AMIMEA,2PMarxKEadDTV8lDWOHINL,2022-01-21,23,154124,0.585,0.995,0.0621,0.951,0.17,0.498,-28.31,0.0687,72.508,7,4,calm
Abandona,Abandona,YuMe,6yvImKEueiFMgf99sRizGL,2021-12-10,27,134351,0.43,0.995,0.027,0.92,0.105,0.37,-25.316,0.0436,83.217,8,4,calm
Dépayser,Dépayser,Martèn LeGrand,6DXi01wp7A0J1a68gkrshV,2021-12-17,28,153250,0.369,0.994,0.0513,0.904,0.113,0.2,-26.458,0.0361,159.88,11,4,calm
Solstitium,Solstitium,Minxz,4gTvOA8WwECGgpEtCox6nZ,2021-12-10,24,156856,0.431,0.993,0.062,0.925,0.114,0.136,-20.587,0.0484,76.428,6,4,calm
Unbridled,Unbridled,Counting Waves,6rNK7y7Udb8AGPYKw7fEuD,2021-12-10,30,129108,0.529,0.994,0.0335,0.946,0.111,0.519,-23.162,0.0598,129.115,2,3,calm
Nocturnal,Nocturnal,Joep Beving,7BpDcPsVqfMgHdVglLK3Kt,2022-01-28,54,312757,0.219,0.994,0.0153,0.923,0.0934,0.1,-33.563,0.0346,57.439,9,4,calm
Parting Ways,Parting Ways,AMIMEA,4MzK9WLyvRL87xmfkvHDPW,2021-12-10,23,295500,0.407,0.99,0.0193,0.935,0.0984,0.139,-32.222,0.0587,132.012,4,4,calm
Winter Waltz - The Music Box Version,Winter Waltz (The Music Box Version),Stephan Moccio,0lGn05X9RV85xYmAm1rqPv,2021-12-10,28,167146,0.379,0.988,0.0192,0.958,0.11,0.125,-29.605,0.0364,126.031,10,3,calm
Mémoires,Mémoires,GUIDO,1d40d8ULL5l4jUSClQz2td,2021-11-19,31,202035,0.342,0.993,0.0353,0.921,0.105,0.0959,-23.478,0.0367,67.314,5,3,calm
Awakening,Awakening,Peter Nordahl,71WlihF091UOWAP8S4vDue,2021-11-05,23,236000,0.452,0.995,0.102,0.965,0.196,0.0632,-23.87,0.035,143.917,0,4,calm
Past Life,Past Life,Oscar Pascasio,4QbflwfDQjrAspkQmuNJ9m,2021-10-22,26,138928,0.492,0.993,0.0448,0.926,0.103,0.155,-26.635,0.0527,112.14,6,3,calm
Onism,Onism,Daniël Tomàs,3RJcUbKNnaTPxIGfYfFwYK,2021-10-22,25,196773,0.27,0.991,0.0157,0.914,0.124,0.141,-28.27,0.0377,88.241,5,4,calm
Little Bit,Little Bit,Gavin Tempest,1sdeM3wBtWRTQTdsZ31OZe,2021-10-20,25,127605,0.337,0.986,0.0214,0.937,0.102,0.368,-29.979,0.053,122.532,1,4,calm
Made To Be Wanting,Made To Be Wanting,Job Roggeveen,7MREpOljiZVy2CZzYX6fbt,2021-10-29,37,183764,0.2,0.944,0.138,0.428,0.105,0.423,-17.969,0.0417,211.698,7,3,calm
Through The Years,Through The Years,AMIMEA,7HfhKgLMnpXMojS2U3rwYS,2021-10-29,22,158000,0.492,0.989,0.0579,0.961,0.113,0.377,-30.491,0.108,127.3,2,4,calm
Sapmi,Sapmi,Albert Jan Lourens,3zjldX52uYP3LciVfDqZha,2021-11-05,22,205714,0.219,0.978,0.0787,0.889,0.102,0.346,-28.348,0.0334,89.499,6,3,calm
Making Memories,Making Memories,HRDY,4iYBDkRuzjdYCrzS3f80Ib,2021-11-05,28,125898,0.373,0.994,0.15,0.905,0.0945,0.476,-21.631,0.0382,71.629,7,4,calm
I Lied,I Lied,ANQUETIL,12a2bmkmHXmqxC9kqnXFs4,2021-11-19,22,231632,0.364,0.996,0.0263,0.917,0.0879,0.148,-23.181,0.0446,74.847,2,4,calm
i need to be,a place I need to be,Wouter Dewit,5ckfLQ0r6axIBbv0q8t9LJ,2021-11-05,23,278880,0.487,0.995,0.00234,0.936,0.106,0.359,-25.807,0.0703,103.284,7,4,calm
Water,Water,Michiel Borstlap,0fHo89AiSS0X3ycHHKnIoU,2021-10-15,62,152068,0.316,0.995,0.0617,0.93,0.116,0.19,-28.556,0.0496,70.132,5,3,calm
Lousy Conversations,Lousy Conversations,Job Roggeveen,14OrqPGYkiM7fa6xxDX3V4,2021-10-08,27,141137,0.41,0.995,0.0585,0.962,0.117,0.0698,-29.093,0.0531,137.912,3,3,calm
One More Time,One More Time,Oscar Pascasio,3xF11oSmkNKgpKCYsOALOa,2021-10-01,31,111363,0.47,0.996,0.0223,0.879,0.111,0.324,-28.009,0.0655,77.047,10,4,calm
Égalité,Égalité,Martin La Pelle,4zf12S04zbm6KfBe6NBZaC,2021-10-15,26,141354,0.404,0.993,0.0973,0.888,0.112,0.273,-22.053,0.0447,105.752,8,4,calm
To The Moon And Back,To The Moon And Back,Wilson Trouvé,44XLN2xRRsHF0Kt1VTJicj,2021-09-10,24,163500,0.435,0.993,0.0235,0.938,0.14,0.242,-23.227,0.0474,104.661,6,4,calm
Hort Und Staunt,Hort Und Staunt,Gavin Tempest,2UT4WJfP7O6jpBo4I8n54W,2021-09-08,25,122084,0.293,0.989,0.135,0.936,0.136,0.27,-22.656,0.0447,84.064,5,4,calm
Shooting Star,Shooting Star,Oscar Pascasio,0OAD9kDTZcMRdvly7rtvk0,2021-08-13,35,174482,0.274,0.993,0.0937,0.929,0.102,0.341,-23.486,0.0446,179.833,2,4,calm
Saying Nothing,Saying Nothing,Jonas Gewald,5GQbKcvUFTfAAhZWtpdQkX,2021-08-13,33,148619,0.332,0.984,0.0508,0.922,0.111,0.149,-29.428,0.0401,111.805,5,4,calm
Untold,Untold,Pieter Savenberg,222kC981yUrAaoTpeT8clK,2021-08-27,45,179277,0.428,0.995,0.0111,0.878,0.0909,0.18,-27.382,0.0556,66.876,5,4,calm
If Only,If Only,Tiffany Hobson,6m4OElFl5WqMx98UlqrUNR,2021-09-03,26,140777,0.465,0.989,0.00996,0.961,0.0883,0.101,-21.406,0.0952,69.46,7,3,calm
Care Free,Care Free,Job Roggeveen,0Ehw0SiBMUjgPQEXEKDMUx,2021-07-16,24,178902,0.412,0.994,0.0178,0.954,0.11,0.0574,-29.111,0.0434,136.375,6,3,calm
Misericordia,Misericordia,Jøsefine,1FmjwR1Ot1PuJDOjaXAKjw,2021-07-15,23,112500,0.293,0.993,0.0076,0.879,0.0964,0.0748,-27.155,0.0321,92.905,6,4,calm
Composure,Composure,Twofields,0at3XTFKzqPDVyVdfxgYUA,2021-08-13,22,243253,0.427,0.992,0.0492,0.877,0.0938,0.0485,-23.055,0.0459,135.351,7,3,calm
Valse Germaine,Valse Germaine,Sacha Hoedemaker,4sKDdeCwy7XPYt1kokcvmB,2021-08-27,24,151796,0.523,0.992,0.0308,0.955,0.105,0.112,-25.223,0.0777,72.642,0,3,calm
Vooruit,Vooruit,Doeke,7HnDmylNjfC6vQUstMLfIb,2021-07-16,22,154854,0.564,0.995,0.0202,0.942,0.109,0.228,-25.085,0.038,87.954,8,3,calm
Horizon,Solo (2*),Ton Snijders,0Yf8wXwMURfQflu7obNHjp,2021-09-03,22,182706,0.298,0.993,0.051,0.915,0.122,0.0873,-22.358,0.0664,67.812,0,3,calm
Clouds,Clouds,Michiel Borstlap,3uL65veRlmqaw0mBhJOgPr,2021-07-16,23,177943,0.2,0.99,0.0409,0.78,0.0994,0.158,-31.744,0.0341,136.712,9,4,calm
Ensamhet,Ensamhet,YuMe,6718WRgJeyaMF7G7SZF9Su,2021-07-23,25,144927,0.505,0.993,0.0692,0.889,0.107,0.18,-24.601,0.0505,74.847,0,4,calm
Berlin,Berlin,DeLange,66M6mxwGxOjUQJyPBeSXBU,2021-07-23,31,289237,0.282,0.993,0.161,0.876,0.0738,0.243,-26.923,0.0712,171.333,10,3,calm
Stay,Stay,Pieter Savenberg,63cLmM2GSwybfnPxyWF2Vg,2021-07-30,43,136791,0.442,0.995,0.0189,0.917,0.119,0.172,-26.246,0.0503,73.515,8,3,calm
Into Your Arms,Into Your Arms,Comet Blue,0GHHNOWeN8O0p1rJjNX6pA,2021-07-29,27,112625,0.356,0.992,0.0407,0.918,0.09,0.176,-29.158,0.0287,134.166,5,4,calm
That's Life,That's Life,Adrian Kuipers,6Aybz0jrGi8gZfCiumCZvf,2021-07-30,25,113911,0.229,0.975,0.0495,0.952,0.109,0.0399,-23.869,0.0567,78.287,5,4,calm
Silent Afternoon,Silent Afternoon,Jan Groenteman,3cnnDbQBpn2BtL49oRKqzN,2019,29,109979,0.548,0.993,0.0747,0.959,0.111,0.114,-18.977,0.0725,69.471,11,4,calm
Fragile,Fragile,15.,2z288mvh7s8FcWFVpTtoVZ,2021-06-25,26,142000,0.365,0.976,0.0733,0.937,0.125,0.035,-30.261,0.0388,129.346,7,4,calm
Elixir,Elixir,I TRAVEL LIGHT,7DRMY6fqPohP2ZYWAc0api,2021-06-18,26,150794,0.368,0.988,0.0477,0.925,0.226,0.16,-24.182,0.052,124.953,3,3,calm
Mathias,Mathias,Jean-François Maljean,2Vu6xpNMamvaO2Cr8ByVgQ,2021-09-17,24,129116,0.353,0.995,0.021,0.903,0.101,0.26,-27.214,0.0414,90.264,7,4,calm
Puur,Puur,Jacco Wynia,5ekzdAVbIxsy7lrFop0OI6,2021-07-02,29,203681,0.323,0.988,0.0483,0.91,0.108,0.27,-28.433,0.0373,164.003,8,4,calm
Remembrance,Remembrance,Matteo Myderwyk,3Qksf0uWb2qtioyHG4e383,2021-05-28,37,202560,0.273,0.993,0.0189,0.885,0.103,0.147,-29.594,0.0415,179.438,3,3,calm
Through Clouds,Through Clouds,Adrian Kuipers,2FiaLkA84tqOENo6RnpO6S,2021-06-25,24,156044,0.243,0.945,0.127,0.918,0.109,0.0391,-24.257,0.041,82.533,9,4,calm
Seijaku,Seijaku,Leo Nocta,0Ve9wVuXrb5YFFRmpwmbOS,2021-06-04,23,127240,0.321,0.977,0.0142,0.92,0.106,0.0868,-22.859,0.0364,62.856,2,4,calm
Reminisce,Reminisce,Tiffany Hobson,5cyao9N1bUQnMtE44oswBH,2021-06-04,24,137497,0.447,0.985,0.0538,0.898,0.0959,0.17,-21.583,0.056,74.21,2,3,calm
Equanimity,Equanimity,Pavel Fedorov,0BCEZy3OTFRpoCVGYNO72V,2021-04-16,27,153126,0.474,0.988,0.0263,0.901,0.0843,0.147,-22.989,0.0389,118.236,2,3,calm
In Your Secret Garden,In Your Secret Garden,Bea Boethius,0IEFQEIIytP5sCwdjWnbMP,2021-05-08,23,104625,0.272,0.991,0.0529,0.84,0.0924,0.12,-29.695,0.0273,86.067,0,3,calm
Gentle Caress,Moments,Anna Sofia Nord,2kvSnQMxQKCaMieNxP8bBH,2021-04-02,34,158157,0.434,0.982,0.00302,0.944,0.112,0.247,-25.766,0.0423,106.602,0,4,calm
